#Software: Microsoft Log Parser
#Version: 1.0
#Date: 2014-09-01 00:57:00
#Fields: LogFilename RecordNumber ComputerName SiteID DateTime ClientIpAddress ServerIpAddress ServerPort Method ProtocolVersion ProtocolStatus SubStatus TimeTaken BytesSent BytesReceived Win32Status UriStem UriQuery UserName
d:\iislog\W3SVC\ra140831.ibl 182131 USER-1A7617C508 132273000 2014-08-31 05:23:49 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 1461 174 0 /favicon.ico - -
d:\iislog\W3SVC\ra140831.ibl 182142 USER-1A7617C508 132273000 2014-08-31 05:23:50 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 15 386 601 0 /a/qlqzz/qlqzz.html - -
d:\iislog\W3SVC\ra140831.ibl 182145 USER-1A7617C508 132273000 2014-08-31 05:23:50 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 15 1461 174 0 /favicon.ico - -
d:\iislog\W3SVC\ra140831.ibl 182208 USER-1A7617C508 132273000 2014-08-31 05:23:58 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 328 174562 627 0 /qlqzz/qlqzz.html - -
d:\iislog\W3SVC\ra140831.ibl 182345 USER-1A7617C508 132273000 2014-08-31 05:24:17 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 8743 616 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 182397 USER-1A7617C508 132273000 2014-08-31 05:24:19 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 4855 650 0 /dede/catalog_edit.php dopost=time&id=1 -
d:\iislog\W3SVC\ra140831.ibl 182480 USER-1A7617C508 132273000 2014-08-31 05:24:25 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 46 1188 922 0 /dede/catalog_edit.php - -
d:\iislog\W3SVC\ra140831.ibl 182487 USER-1A7617C508 132273000 2014-08-31 05:24:27 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 78 8743 618 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 182512 USER-1A7617C508 132273000 2014-08-31 05:24:29 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 3626 617 0 /dede/makehtml_list.php - -
d:\iislog\W3SVC\ra140831.ibl 182522 USER-1A7617C508 132273000 2014-08-31 05:24:31 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 93 1137 660 0 /dede/makehtml_list_action.php typeid=0&maxpagesize=50&upnext=1 -
d:\iislog\W3SVC\ra140831.ibl 182540 USER-1A7617C508 132273000 2014-08-31 05:24:33 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 328 174552 621 0 /qlqzz.html - -
d:\iislog\W3SVC\ra140831.ibl 182781 USER-1A7617C508 132273000 2014-08-31 05:24:58 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 218 93322 565 0 / - -
d:\iislog\W3SVC\ra140831.ibl 183333 USER-1A7617C508 132273000 2014-08-31 05:26:07 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 8743 616 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 183348 USER-1A7617C508 132273000 2014-08-31 05:26:10 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 109 24438 630 0 /dede/catalog_add.php listtype=all -
d:\iislog\W3SVC\ra140831.ibl 183646 USER-1A7617C508 132273000 2014-08-31 05:26:54 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 46 1188 1329 0 /dede/catalog_add.php - -
d:\iislog\W3SVC\ra140831.ibl 183653 USER-1A7617C508 132273000 2014-08-31 05:26:55 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 312 9996 617 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 183668 USER-1A7617C508 132273000 2014-08-31 05:26:57 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 4857 650 0 /dede/catalog_edit.php dopost=time&id=2 -
d:\iislog\W3SVC\ra140831.ibl 183678 USER-1A7617C508 132273000 2014-08-31 05:26:59 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 93 22689 623 0 /dede/catalog_edit.php id=2 -
d:\iislog\W3SVC\ra140831.ibl 183774 USER-1A7617C508 132273000 2014-08-31 05:27:11 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 46 1188 1301 0 /dede/catalog_edit.php - -
d:\iislog\W3SVC\ra140831.ibl 183784 USER-1A7617C508 132273000 2014-08-31 05:27:12 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 9996 618 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 183850 USER-1A7617C508 132273000 2014-08-31 05:27:17 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 3712 617 0 /dede/makehtml_list.php - -
d:\iislog\W3SVC\ra140831.ibl 183873 USER-1A7617C508 132273000 2014-08-31 05:27:18 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 78 1360 660 0 /dede/makehtml_list_action.php typeid=0&maxpagesize=50&upnext=1 -
d:\iislog\W3SVC\ra140831.ibl 183883 USER-1A7617C508 132273000 2014-08-31 05:27:19 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 1145 739 0 /dede/makehtml_list_action.php gotype=&uppage=0&maxpagesize=50&typeid=0&pageno=1&isremote=0&serviterm= -
d:\iislog\W3SVC\ra140831.ibl 183988 USER-1A7617C508 132273000 2014-08-31 05:27:28 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 2268 628 0 /templets/moban1/images/logo.gif - -
d:\iislog\W3SVC\ra140831.ibl 183990 USER-1A7617C508 132273000 2014-08-31 05:27:28 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 2344 626 0 /templets/moban1/images/13.gif - -
d:\iislog\W3SVC\ra140831.ibl 183997 USER-1A7617C508 132273000 2014-08-31 05:27:29 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 468 2861 626 0 /templets/moban1/images/14.gif - -
d:\iislog\W3SVC\ra140831.ibl 183999 USER-1A7617C508 132273000 2014-08-31 05:27:29 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 484 1485 626 0 /templets/moban1/images/11.gif - -
d:\iislog\W3SVC\ra140831.ibl 184004 USER-1A7617C508 132273000 2014-08-31 05:27:29 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 531 1881 626 0 /templets/moban1/images/12.gif - -
d:\iislog\W3SVC\ra140831.ibl 184006 USER-1A7617C508 132273000 2014-08-31 05:27:29 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 718 381 627 0 /templets/moban1/images/nav.gif - -
d:\iislog\W3SVC\ra140831.ibl 184007 USER-1A7617C508 132273000 2014-08-31 05:27:29 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 750 3368 625 0 /templets/moban1/images/b.gif - -
d:\iislog\W3SVC\ra140831.ibl 184013 USER-1A7617C508 132273000 2014-08-31 05:27:29 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 1109 3566 625 0 /templets/moban1/images/a.gif - -
d:\iislog\W3SVC\ra140831.ibl 184017 USER-1A7617C508 132273000 2014-08-31 05:27:30 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 859 3127 626 0 /templets/moban1/images/15.gif - -
d:\iislog\W3SVC\ra140831.ibl 184026 USER-1A7617C508 132273000 2014-08-31 05:27:32 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 4125 174637 646 0 /qlqzz.html - -
d:\iislog\W3SVC\ra140831.ibl 184027 USER-1A7617C508 132273000 2014-08-31 05:27:32 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 0 1461 174 0 /favicon.ico - -
d:\iislog\W3SVC\ra140831.ibl 184044 USER-1A7617C508 132273000 2014-08-31 05:27:35 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 0 386 577 0 /a/qlyrf/qlyrf.html - -
d:\iislog\W3SVC\ra140831.ibl 184073 USER-1A7617C508 132273000 2014-08-31 05:27:37 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 15 386 602 0 /a/qlyrf/qlyrf.html - -
d:\iislog\W3SVC\ra140831.ibl 184074 USER-1A7617C508 132273000 2014-08-31 05:27:37 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 0 1461 174 0 /favicon.ico - -
d:\iislog\W3SVC\ra140831.ibl 184079 USER-1A7617C508 132273000 2014-08-31 05:27:38 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 15 386 602 0 /a/qlyrf/qlyrf.html - -
d:\iislog\W3SVC\ra140831.ibl 184081 USER-1A7617C508 132273000 2014-08-31 05:27:38 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 15 1461 174 0 /favicon.ico - -
d:\iislog\W3SVC\ra140831.ibl 184329 USER-1A7617C508 132273000 2014-08-31 05:27:56 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 9996 616 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 184341 USER-1A7617C508 132273000 2014-08-31 05:27:57 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 4857 650 0 /dede/catalog_edit.php dopost=time&id=2 -
d:\iislog\W3SVC\ra140831.ibl 184350 USER-1A7617C508 132273000 2014-08-31 05:27:59 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 78 22682 623 0 /dede/catalog_edit.php id=2 -
d:\iislog\W3SVC\ra140831.ibl 184476 USER-1A7617C508 132273000 2014-08-31 05:28:11 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 46 1188 1300 0 /dede/catalog_edit.php - -
d:\iislog\W3SVC\ra140831.ibl 184487 USER-1A7617C508 132273000 2014-08-31 05:28:12 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 9996 618 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 184503 USER-1A7617C508 132273000 2014-08-31 05:28:14 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 4850 650 0 /dede/catalog_edit.php dopost=time&id=1 -
d:\iislog\W3SVC\ra140831.ibl 184510 USER-1A7617C508 132273000 2014-08-31 05:28:16 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 78 22674 623 0 /dede/catalog_edit.php id=1 -
d:\iislog\W3SVC\ra140831.ibl 184611 USER-1A7617C508 132273000 2014-08-31 05:28:23 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 3712 617 0 /dede/makehtml_list.php - -
d:\iislog\W3SVC\ra140831.ibl 184623 USER-1A7617C508 132273000 2014-08-31 05:28:25 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 1360 660 0 /dede/makehtml_list_action.php typeid=0&maxpagesize=50&upnext=1 -
d:\iislog\W3SVC\ra140831.ibl 184625 USER-1A7617C508 132273000 2014-08-31 05:28:25 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 1145 739 0 /dede/makehtml_list_action.php gotype=&uppage=0&maxpagesize=50&typeid=0&pageno=1&isremote=0&serviterm= -
d:\iislog\W3SVC\ra140831.ibl 184761 USER-1A7617C508 132273000 2014-08-31 05:28:41 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 9996 616 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 184802 USER-1A7617C508 132273000 2014-08-31 05:28:42 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 4857 650 0 /dede/catalog_edit.php dopost=time&id=2 -
d:\iislog\W3SVC\ra140831.ibl 185001 USER-1A7617C508 132273000 2014-08-31 05:28:57 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 31 1188 922 0 /dede/catalog_edit.php - -
d:\iislog\W3SVC\ra140831.ibl 185008 USER-1A7617C508 132273000 2014-08-31 05:28:58 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 78 9996 618 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 185021 USER-1A7617C508 132273000 2014-08-31 05:29:00 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 78 3712 617 0 /dede/makehtml_list.php - -
d:\iislog\W3SVC\ra140831.ibl 185031 USER-1A7617C508 132273000 2014-08-31 05:29:01 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 1360 660 0 /dede/makehtml_list_action.php typeid=0&maxpagesize=50&upnext=1 -
d:\iislog\W3SVC\ra140831.ibl 185037 USER-1A7617C508 132273000 2014-08-31 05:29:01 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 1137 739 0 /dede/makehtml_list_action.php gotype=&uppage=0&maxpagesize=50&typeid=0&pageno=1&isremote=0&serviterm= -
d:\iislog\W3SVC\ra140831.ibl 185104 USER-1A7617C508 132273000 2014-08-31 05:29:03 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 0 379 660 0 /qlyrf.html - -
d:\iislog\W3SVC\ra140831.ibl 185120 USER-1A7617C508 132273000 2014-08-31 05:29:06 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 15 377 685 0 /qlyrf.html - -
d:\iislog\W3SVC\ra140831.ibl 185121 USER-1A7617C508 132273000 2014-08-31 05:29:06 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 15 1461 174 0 /favicon.ico - -
d:\iislog\W3SVC\ra140831.ibl 185576 USER-1A7617C508 132273000 2014-08-31 05:30:07 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 9996 616 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 185582 USER-1A7617C508 132273000 2014-08-31 05:30:09 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 4850 650 0 /dede/catalog_edit.php dopost=time&id=2 -
d:\iislog\W3SVC\ra140831.ibl 185595 USER-1A7617C508 132273000 2014-08-31 05:30:10 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 22675 623 0 /dede/catalog_edit.php id=2 -
d:\iislog\W3SVC\ra140831.ibl 185830 USER-1A7617C508 132273000 2014-08-31 05:30:36 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 9996 616 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 185856 USER-1A7617C508 132273000 2014-08-31 05:30:37 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 4850 650 0 /dede/catalog_edit.php dopost=time&id=1 -
d:\iislog\W3SVC\ra140831.ibl 185867 USER-1A7617C508 132273000 2014-08-31 05:30:39 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 78 22674 623 0 /dede/catalog_edit.php id=1 -
d:\iislog\W3SVC\ra140831.ibl 185974 USER-1A7617C508 132273000 2014-08-31 05:30:50 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 9996 616 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 186000 USER-1A7617C508 132273000 2014-08-31 05:30:52 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 4850 650 0 /dede/catalog_edit.php dopost=time&id=2 -
d:\iislog\W3SVC\ra140831.ibl 186193 USER-1A7617C508 132273000 2014-08-31 05:31:07 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 93 22675 623 0 /dede/catalog_edit.php id=2 -
d:\iislog\W3SVC\ra140831.ibl 186358 USER-1A7617C508 132273000 2014-08-31 05:31:24 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 31 1188 1292 0 /dede/catalog_edit.php - -
d:\iislog\W3SVC\ra140831.ibl 186380 USER-1A7617C508 132273000 2014-08-31 05:31:25 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 9996 618 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 186437 USER-1A7617C508 132273000 2014-08-31 05:31:30 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 2974 616 0 /dede/sys_cache_up.php - -
d:\iislog\W3SVC\ra140831.ibl 186472 USER-1A7617C508 132273000 2014-08-31 05:31:32 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 1272 628 0 /dede/sys_cache_up.php dopost=ok -
d:\iislog\W3SVC\ra140831.ibl 186495 USER-1A7617C508 132273000 2014-08-31 05:31:33 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 93 1257 653 0 /dede/sys_cache_up.php dopost=ok&step=2&uparc=0 -
d:\iislog\W3SVC\ra140831.ibl 186505 USER-1A7617C508 132273000 2014-08-31 05:31:34 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 604 668 0 /dede/sys_cache_up.php dopost=ok&step=3&uparc=0 -
d:\iislog\W3SVC\ra140831.ibl 186515 USER-1A7617C508 132273000 2014-08-31 05:31:35 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 1031 1083 669 0 /dede/sys_cache_up.php dopost=ok&step=-1&uparc=0 -
d:\iislog\W3SVC\ra140831.ibl 186587 USER-1A7617C508 132273000 2014-08-31 05:31:39 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 15 386 693 0 /a/qlyrf/qlyrf.html - -
d:\iislog\W3SVC\ra140831.ibl 186588 USER-1A7617C508 132273000 2014-08-31 05:31:39 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 15 1461 174 0 /favicon.ico - -
d:\iislog\W3SVC\ra140831.ibl 186660 USER-1A7617C508 132273000 2014-08-31 05:31:44 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 4422 616 0 /dede/makehtml_all.php - -
d:\iislog\W3SVC\ra140831.ibl 186674 USER-1A7617C508 132273000 2014-08-31 05:31:46 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 31 1302 799 0 /dede/makehtml_all.php - -
d:\iislog\W3SVC\ra140831.ibl 186684 USER-1A7617C508 132273000 2014-08-31 05:31:47 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 1315 668 0 /dede/makehtml_all.php action=make&step=2&uptype=time&mkvalue=1409414400 -
d:\iislog\W3SVC\ra140831.ibl 186697 USER-1A7617C508 132273000 2014-08-31 05:31:48 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 1308 718 0 /dede/makehtml_all.php action=make&step=3&uptype=time&mkvalue=1409414400 -
d:\iislog\W3SVC\ra140831.ibl 186722 USER-1A7617C508 132273000 2014-08-31 05:31:49 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 1248 718 0 /dede/makehtml_all.php action=make&step=4&uptype=time&mkvalue=1409414400 -
d:\iislog\W3SVC\ra140831.ibl 186735 USER-1A7617C508 132273000 2014-08-31 05:31:50 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 1085 688 0 /dede/makehtml_all.php action=make&step=10 -
d:\iislog\W3SVC\ra140831.ibl 186803 USER-1A7617C508 132273000 2014-08-31 05:31:55 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 9996 616 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 186837 USER-1A7617C508 132273000 2014-08-31 05:31:57 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 4850 650 0 /dede/catalog_edit.php dopost=time&id=2 -
d:\iislog\W3SVC\ra140831.ibl 186877 USER-1A7617C508 132273000 2014-08-31 05:31:59 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 78 22675 623 0 /dede/catalog_edit.php id=2 -
d:\iislog\W3SVC\ra140831.ibl 187541 USER-1A7617C508 132273000 2014-08-31 05:32:56 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 9996 616 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 187555 USER-1A7617C508 132273000 2014-08-31 05:32:58 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 4850 650 0 /dede/catalog_edit.php dopost=time&id=2 -
d:\iislog\W3SVC\ra140831.ibl 187562 USER-1A7617C508 132273000 2014-08-31 05:32:59 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 109 22675 623 0 /dede/catalog_edit.php id=2 -
d:\iislog\W3SVC\ra140831.ibl 187761 USER-1A7617C508 132273000 2014-08-31 05:33:06 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 46 1188 1291 0 /dede/catalog_edit.php - -
d:\iislog\W3SVC\ra140831.ibl 187785 USER-1A7617C508 132273000 2014-08-31 05:33:08 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 9996 618 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 187838 USER-1A7617C508 132273000 2014-08-31 05:33:12 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 3712 617 0 /dede/makehtml_list.php - -
d:\iislog\W3SVC\ra140831.ibl 187856 USER-1A7617C508 132273000 2014-08-31 05:33:14 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 1360 660 0 /dede/makehtml_list_action.php typeid=0&maxpagesize=50&upnext=1 -
d:\iislog\W3SVC\ra140831.ibl 187857 USER-1A7617C508 132273000 2014-08-31 05:33:14 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 140 1137 739 0 /dede/makehtml_list_action.php gotype=&uppage=0&maxpagesize=50&typeid=0&pageno=1&isremote=0&serviterm= -
d:\iislog\W3SVC\ra140831.ibl 187942 USER-1A7617C508 132273000 2014-08-31 05:33:20 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 406 2861 626 0 /templets/moban1/images/14.gif - -
d:\iislog\W3SVC\ra140831.ibl 187943 USER-1A7617C508 132273000 2014-08-31 05:33:20 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 437 2268 628 0 /templets/moban1/images/logo.gif - -
d:\iislog\W3SVC\ra140831.ibl 187956 USER-1A7617C508 132273000 2014-08-31 05:33:21 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 859 2344 626 0 /templets/moban1/images/13.gif - -
d:\iislog\W3SVC\ra140831.ibl 187957 USER-1A7617C508 132273000 2014-08-31 05:33:21 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 921 381 627 0 /templets/moban1/images/nav.gif - -
d:\iislog\W3SVC\ra140831.ibl 187965 USER-1A7617C508 132273000 2014-08-31 05:33:21 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 1156 3368 625 0 /templets/moban1/images/b.gif - -
d:\iislog\W3SVC\ra140831.ibl 187969 USER-1A7617C508 132273000 2014-08-31 05:33:21 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 1328 3566 625 0 /templets/moban1/images/a.gif - -
d:\iislog\W3SVC\ra140831.ibl 187970 USER-1A7617C508 132273000 2014-08-31 05:33:21 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 1312 1881 626 0 /templets/moban1/images/12.gif - -
d:\iislog\W3SVC\ra140831.ibl 187978 USER-1A7617C508 132273000 2014-08-31 05:33:21 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 1468 1485 626 0 /templets/moban1/images/11.gif - -
d:\iislog\W3SVC\ra140831.ibl 187980 USER-1A7617C508 132273000 2014-08-31 05:33:21 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 1125 3127 626 0 /templets/moban1/images/15.gif - -
d:\iislog\W3SVC\ra140831.ibl 188047 USER-1A7617C508 132273000 2014-08-31 05:33:24 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 4203 174628 685 0 /qlyrf.html - -
d:\iislog\W3SVC\ra140831.ibl 188050 USER-1A7617C508 132273000 2014-08-31 05:33:24 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 0 1461 174 0 /favicon.ico - -
d:\iislog\W3SVC\ra140831.ibl 188145 USER-1A7617C508 132273000 2014-08-31 05:33:36 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 234 93401 559 0 / - -
d:\iislog\W3SVC\ra140831.ibl 189167 USER-1A7617C508 132273000 2014-08-31 05:35:01 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 156 63188 612 0 /dede/sys_info.php - -
d:\iislog\W3SVC\ra140831.ibl 189748 USER-1A7617C508 132273000 2014-08-31 05:36:13 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 62 1180 6206 0 /dede/sys_info.php - -
d:\iislog\W3SVC\ra140831.ibl 189755 USER-1A7617C508 132273000 2014-08-31 05:36:14 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 156 63384 610 0 /dede/sys_info.php - -
d:\iislog\W3SVC\ra140831.ibl 189817 USER-1A7617C508 132273000 2014-08-31 05:36:19 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 4998 621 0 /dede/makehtml_homepage.php - -
d:\iislog\W3SVC\ra140831.ibl 189835 USER-1A7617C508 132273000 2014-08-31 05:36:20 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 31 348 843 0 /dede/makehtml_homepage.php - -
d:\iislog\W3SVC\ra140831.ibl 189850 USER-1A7617C508 132273000 2014-08-31 05:36:22 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 234 93654 584 0 /index.php - -
d:\iislog\W3SVC\ra140831.ibl 189891 USER-1A7617C508 132273000 2014-08-31 05:36:29 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 14130 629 0 /dede/index.php - -
d:\iislog\W3SVC\ra140831.ibl 189892 USER-1A7617C508 132273000 2014-08-31 05:36:29 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 320 619 0 /dede/images/style1/style.css - -
d:\iislog\W3SVC\ra140831.ibl 189893 USER-1A7617C508 132273000 2014-08-31 05:36:30 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 2683 665 0 /dede/images/style1/admin_top_logo.gif - -
d:\iislog\W3SVC\ra140831.ibl 189895 USER-1A7617C508 132273000 2014-08-31 05:36:30 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 410 649 0 /dede/images/blank.gif - -
d:\iislog\W3SVC\ra140831.ibl 189896 USER-1A7617C508 132273000 2014-08-31 05:36:30 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 109 4646 627 0 /dede/js/frame.js - -
d:\iislog\W3SVC\ra140831.ibl 189897 USER-1A7617C508 132273000 2014-08-31 05:36:30 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 109 7815 609 0 /dede/css/frame.css - -
d:\iislog\W3SVC\ra140831.ibl 189898 USER-1A7617C508 132273000 2014-08-31 05:36:30 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 234 72533 611 0 /include/js/jquery/jquery.js - -
d:\iislog\W3SVC\ra140831.ibl 189899 USER-1A7617C508 132273000 2014-08-31 05:36:30 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 383 655 0 /dede/images/leftmenu_bg.gif - -
d:\iislog\W3SVC\ra140831.ibl 189900 USER-1A7617C508 132273000 2014-08-31 05:36:30 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 722 656 0 /dede/images/admin_top_bg.jpg - -
d:\iislog\W3SVC\ra140831.ibl 189901 USER-1A7617C508 132273000 2014-08-31 05:36:30 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 790 653 0 /dede/images/search_bn.gif - -
